南星直播-日韩频道,#genre#
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8?zshangd
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
风云剧场,http://baidu.live.cqccn.com/__cl/cg:live/__c/fyjcHD/__op/default/__f//index.m3u8
求索纪录,http://baidu.live.cqccn.com/__cl/cg:live/__c/qsjlHD/__op/default/__f//index.m3u8
兵器科技,http://baidu.live.cqccn.com/__cl/cg:live/__c/bqkjHD/__op/default/__f//index.m3u8
游戏风云,http://baidu.live.cqccn.com/__cl/cg:live/__c/yxfyHD/__op/default/__f//index.m3u8
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8?zshangd
幸福娱乐,http://baidu.live.cqccn.com/__cl/cg:live/__c/xfylHD/__op/default/__f//index.m3u8
怀旧剧场,http://baidu.live.cqccn.com/__cl/cg:live/__c/hjjcHD/__op/default/__f//index.m3u8
怀旧剧场,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c51_lb_109_600_t10/c51_lb_109_600_t10.m3u8?key
风云音乐,http://baidu.live.cqccn.com/__cl/cg:live/__c/fyyyHD/__op/default/__f//index.m3u8
央视台球,http://baidu.live.cqccn.com/__cl/cg:live/__c/ystqHD/__op/default/__f//index.m3u8
风云足球,http://baidu.live.cqccn.com/__cl/cg:live/__c/fyzqHD/__op/default/__f//index.m3u8
央视文化精品,http://baidu.live.cqccn.com/__cl/cg:live/__c/yswhHD/__op/default/__f//index.m3u8
高尔夫网球,http://baidu.live.cqccn.com/__cl/cg:live/__c/golfHD/__op/default/__f//index.m3u8
早期教育,http://baidu.live.cqccn.com/__cl/cg:live/__c/zaojiaoHD/__op/default/__f//index.m3u8
CHC高清电影,http://baidu.live.cqccn.com/__cl/cg:live/__c/chcgqdyHD/__op/default/__f//index.m3u8
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC家庭影院,http://baidu.live.cqccn.com/__cl/cg:live/__c/chcjtyyHD/__op/default/__f//index.m3u8
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
CHC动作电影,http://baidu.live.cqccn.com/__cl/cg:live/__c/chcdzdyHD/__op/default/__f//index.m3u8
CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
江苏卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/jiangsuHD/__op/default/__f//index.m3u8
江苏卫视,http://125.210.152.19:9120/live/hzgq-jswsgq-h264.m3u8
江苏卫视,http://218.204.51.252:9901/tsfile/live/1029_1.m3u8
北京卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/beijingHD/__op/default/__f//index.m3u8
北京卫视,http://125.210.152.19:9120/live/hzgq-bjgqws-h264.m3u8
北京卫视,http://218.204.51.252:9901/tsfile/live/1026_1.m3u8
浙江卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/zhejiangHD/__op/default/__f//index.m3u8
浙江卫视,http://125.210.152.19:9120/live/hzgq-zjwsgq-h264.m3u8
浙江卫视,http://218.204.51.252:9901/tsfile/live/1027_1.m3u8
东方卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/shanghaiHD/__op/default/__f//index.m3u8
东方卫视,http://125.210.152.19:9120/live/hzgq-dftvgq-h264.m3u8
东方卫视,http://218.204.51.252:9901/tsfile/live/1025_1.m3u8
深圳卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/shenzhenHD/__op/default/__f//index.m3u8
深圳卫视,http://125.210.152.19:9120/live/hzgq-szwsgq-h264.m3u8
深圳卫视,http://218.204.51.252:9901/tsfile/live/1037_1.m3u8
辽宁卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/liaoningHD/__op/default/__f//index.m3u8
辽宁卫视,http://125.210.152.19:9120/live/hzgq-lnwsgq-h264.m3u8
辽宁卫视,http://218.204.51.252:9901/tsfile/live/1030_1.m3u8
天津卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/tianjinHD/__op/default/__f//index.m3u8
天津卫视,http://125.210.152.19:9120/live/hzgq-tjwsgq-h264.m3u8
天津卫视,http://218.204.51.252:9901/tsfile/live/1042_1.m3u8
贵州卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/guizhouHD/__op/default/__f//index.m3u8
贵州卫视,http://218.204.51.252:9901/tsfile/live/1047_1.m3u8
四川卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/sichuanHD/__op/default/__f//index.m3u8
四川卫视,http://125.210.152.19:9120/live/hzgq-ssws-h264.m3u8
四川卫视,http://218.204.51.252:9901/tsfile/live/1038_1.m3u8
重庆卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/chongqingHD/__op/default/__f//index.m3u8
重庆卫视,http://125.210.152.19:9120/live/hzgq-cqwsgq-h264.m3u8
重庆卫视,http://218.204.51.252:9901/tsfile/live/1041_1.m3u8
云南卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/yunnanSD/__op/default/__f//index.m3u8
云南卫视,http://125.210.152.19:9120/live/hzgq-ynwsgq-h264.m3u8
云南卫视,http://218.204.51.252:9901/tsfile/live/1040_1.m3u8
黑龙江卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/heilongjiangHD/__op/default/__f//index.m3u8
黑龙江卫视,http://125.210.152.19:9120/live/hzgq-hljwsgq-h264.m3u8
黑龙江卫视,http://218.204.51.252:9901/tsfile/live/1028_1.m3u8
安徽卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/anhuiSD/__op/default/__f//index.m3u8
安徽卫视,http://125.210.152.19:9120/live/hzgq-ahwsgq-h264.m3u8
安徽卫视,http://218.204.51.252:9901/tsfile/live/1032_1.m3u8
河北卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/hebeiSD/__op/default/__f//index.m3u8
河北卫视,http://125.210.152.19:9120/live/hzgq-hbwsgq1-h264.m3u8
河北卫视,http://218.204.51.252:9901/tsfile/live/1045_1.m3u8
江西卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/jiangxiHD/__op/default/__f//index.m3u8
江西卫视,http://125.210.152.19:9120/live/hzgq-jxwsgq-h264.m3u8
江西卫视,http://218.204.51.252:9901/tsfile/live/1033_1.m3u8
湖北卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/hubeiSD/__op/default/__f//index.m3u8
湖北卫视,http://125.210.152.19:9120/live/hzgq-hbwsgq-h264.m3u8
湖北卫视,http://218.204.51.252:9901/tsfile/live/1036_1.m3u8
海南卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/hainanSD/__op/default/__f//index.m3u8
海南卫视,http://125.210.152.19:9120/live/hszx-lytv-h264.m3u8
东南卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/dongnanHD/__op/default/__f//index.m3u8
吉林卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/jilinHD/__op/default/__f//index.m3u8
吉林卫视,http://125.210.152.19:9120/live/hzgq-jlwsgq-h264.m3u8
吉林卫视,http://218.204.51.252:9901/tsfile/live/1048_1.m3u8
广西卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/guangxiHD/__op/default/__f//index.m3u8
广西卫视,http://218.204.51.252:9901/tsfile/live/1003_1.m3u8
内蒙古卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/neimengkuSD/__op/default/__f//index.m3u8
内蒙古卫视,http://125.210.152.19:9120/live/hszx-nmgtv-h264.m3u8
湖南卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/hunanHD/__op/default/__f//index.m3u8
湖南卫视,http://125.210.152.19:9120/live/hzgq-hnwsgq-h264.m3u8
湖南卫视,http://218.204.51.252:9901/tsfile/live/1035_1.m3u8
广东卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/guangdongHD/__op/default/__f//index.m3u8
广东卫视,http://125.210.152.19:9120/live/hzgq-gdwsgq-h264.m3u8
广东卫视,http://218.204.51.252:9901/tsfile/live/1031_1.m3u8
河南卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/henanHD/__op/default/__f//index.m3u8
河南卫视,http://218.204.51.252:9901/tsfile/live/1039_1.m3u8
山西卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/shanxiSD/__op/default/__f//index.m3u8
山西卫视,http://218.204.51.252:9901/tsfile/live/1043_1.m3u8
兵团卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/bingtuanSD/__op/default/__f//index.m3u8
兵团卫视,http://125.210.152.19:9120/live/hszx-bttv-h264.m3u8
宁夏卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/ningxia/__op/default/__f//index.m3u8
宁夏卫视,http://125.210.152.19:9120/live/hszx-nxtv-h264.m3u8
宁夏卫视,http://218.204.51.252:9901/tsfile/live/1049_1.m3u8
三沙卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/sanshaSD/__op/default/__f//index.m3u8
青海卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/qinghaiSD/__op/default/__f//index.m3u8
青海卫视,http://125.210.152.19:9120/live/hszx-qhtv-h264.m3u8
青海卫视,http://218.204.51.252:9901/tsfile/live/1050_1.m3u8
中国天气,http://baidu.live.cqccn.com/__cl/cg:live/__c/tianqiSD/__op/default/__f//index.m3u8
新疆卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/xinjiangSD/__op/default/__f//index.m3u8
新疆卫视,http://125.210.152.19:9120/live/hszx-xjtv-h264.m3u8
新疆卫视,http://218.204.51.252:9901/tsfile/live/1044_1.m3u8
西藏卫视,http://baidu.live.cqccn.com/__cl/cg:live/__c/xizangSD/__op/default/__f//index.m3u8
西藏卫视,http://125.210.152.19:9120/live/hszx-xztv-h264.m3u8
西藏卫视,http://218.204.51.252:9901/tsfile/live/1046_1.m3u8
北京纪实,http://125.210.152.19:9120/live/hszx-bjjs-h264.m3u8
甘肃卫视,http://125.210.152.19:9120/live/hszx-gstv-h264.m3u8
山东卫视,http://125.210.152.19:9120/live/hzgq-sdwsgq-h264.m3u8
山东卫视,http://218.204.51.252:9901/tsfile/live/1034_1.m3u8
陕西卫视,http://125.210.152.19:9120/live/hszx-shanxitv-h264.m3u8
陕西卫视,http://125.210.152.19:9120/live/hszx-sxtv-h264.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8?zshangd
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
新视觉体育,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
新视觉体育,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8?zshangd
魅力足球体育,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球体育,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8?zshangd
极速汽车体育,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
极速汽车体育,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8?zshangd
欢笑剧场4k,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
新视觉HD,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8?zshangd
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8?zshangd
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8?zshangd
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8?zshangd
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
上海教育,http://183.207.255.188/live/program/live/setv/1300000/mnf.m3u8?zshangd
上海外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
法制天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
浦东财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8
七彩戏曲,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8?zshangd
极速汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
哈哈炫动,http://183.207.255.188/live/program/live/xdkt/1300000/mnf.m3u8
幸福彩,http://183.207.255.188/live/program/live/xfchd/4000000/mnf.m3u8?zshangd
金色频道,http://183.207.255.188/live/program/live/jingsepd/1300000/mnf.m3u8?zshangd
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8?zshangd
东方财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8?zshangd
纪实人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8?zshangd
上视外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8?zshangd
KBS1,http://pull-l3-cny.douyincdn.com/third/stream-da1f0d9f19a7ad52a9675a58e08de24b.m3u8
KBS2,http://pull-l3-cny.douyincdn.com/third/stream-9accc1d4ae7e4bfa7350249c05a0e3af.m3u8
MBC,http://pull-l3-cny.douyincdn.com/third/stream-4f444d2b71e8fbab0a8802b9fa23ea5b.m3u8
SBS,http://pull-l3-cny.douyincdn.com/third/stream-d10b659225b3738937372b8835b94f1c.m3u8
🇨🇳｜体育频道,#genre#
CCTV5,http://39.134.32.102:6610/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT
CCTV5,http://39.134.32.108:6610/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT
CCTV5,http://newvideo.dangtutv.cn:8278/CCTVsports/playlist.m3u8
CCTV5,http://111.20.33.70/PLTV/88888893/224/3221226395/index.m3u8
CCTV5,http://39.134.67.110/PLTV/88888888/224/3221225818/index.m3u8
CCTV5,http://222.175.159.226:808/hls/5/index.m3u8
CCTV5+,http://39.134.32.102:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT
CCTV5+,http://39.134.32.103:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT
CCTV5+,http://39.134.32.108:6610/270000001111/1110000306/index.m3u8?IASHttpSessionId=OTT
CCTV5+,http://222.175.159.226:808/hls/6/index.m3u8
CCTV5+,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8
CCTV5+,http://111.20.33.70/PLTV/88888893/224/3221226221/index.m3u8
CCTV5+,http://39.134.67.110/PLTV/88888888/224/3221225507/index.m3u8
CCTV16,http://183.196.25.171:808/hls/666/index.m3u8
CCTV16,http://39.135.55.72:6610/PLTV/88888888/224/3221227125/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
CCTV16,http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8?
CCTV16,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233409/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV16,http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV16,http://39.134.116.30:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV16,http://39.135.138.59:18890/PLTV/88888888/224/3221226233/index.m3u8
五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
五星体育,http://112.132.214.218/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
山东体育,http://119.164.216.162:9901/tsfile/live/1002_1.m3u8
广东体育,http://183.63.15.42:9901/tsfile/live/0136_1.m3u8
广东体育,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/2300.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
新视觉HD,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
NEWTV精品体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225709/index.m3u8
NEWTV超级体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8?zshangd
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8?zshangd
新视觉体育,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
魅力足球体育,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
极速汽车体育,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
欢笑剧场4k,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
欢笑剧场4K,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/hxjc_4K/__op/default/__f/index.m3u8
新视觉HD,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
新视觉体育,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8?zshangd
魅力足球体育,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8?zshangd
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8?zshangd
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8?zshangd
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8?zshangd
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8?zshangd
上海教育,http://183.207.255.188/live/program/live/setv/1300000/mnf.m3u8?zshangd
上海外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
法制天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
浦东财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8
七彩戏曲,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
极速汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
哈哈炫动,http://183.207.255.188/live/program/live/xdkt/1300000/mnf.m3u8
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8?zshangd
极速汽车体育,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8?zshangd
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8?zshangd
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8?zshangd
幸福彩,http://183.207.255.188/live/program/live/xfchd/4000000/mnf.m3u8?zshangd
动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8?zshangd
金色频道,http://183.207.255.188/live/program/live/jingsepd/1300000/mnf.m3u8?zshangd
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8?zshangd
东方财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8?zshangd
纪实人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8?zshangd
上视外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8?zshangd
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8?zshangd
🇨🇳｜少儿动画,#genre#
深圳少儿,http://ye23.win/iptv/sztv.php?id=7
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
福建少儿,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226120/10000100000000060000000002358082_0.smil
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
河北少儿,http://live6.plus.hebtv.com/sekjx/hd/live.m3u8
杭州少儿,http://hms403nc1880172791.live.aikan.miguvideo.com/wh7f454c46tw2117141557_-1207487654/PLTV/88888888/224/3221229316/index.m3u8
重庆少儿,http://starylw.yagetang.cn:4000/udp/225.0.4.191:7980
辽宁教育青少,http://42.176.185.28:9901/tsfile/live/1008_1.m3u8
郑州妇儿,http://live.zztv.tv/zztv5/playlist.m3u8
黑龙江少儿,http://39.134.65.149/PLTV/88888888/224/3221226002/1.m3u8
内蒙古少儿,http://live11.m2oplus.nmtv.cn/sepd/hd/live.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
河北少儿科教,http://live6.plus.hebtv.com/sekjx/playlist.m3u8
河北少儿科教,http://live6.plus.hebtv.com/sekjx/hd/live.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
北京卡酷少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225677/index.m3u8
霸州少儿频道,http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8
炫动卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8
卡酷少儿,http://39.135.138.60:18890/PLTV/88888910/224/3221225677/index.m3u8
金鹰卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221225721/index.m3u8
动画王国,http://39.135.138.59:18890/PLTV/88888910/224/3221225672/index.m3u8
黑莓动画,http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/1.m3u8
黑莓动画,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/1.m3u8
哈哈炫动,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225720/index.m3u8
优漫卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225665/index.m3u8
优漫卡通,http://39.135.138.59:18890/PLTV/88888910/224/3221225665/index.m3u8
狮子王国,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
猪侠英雄,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f03b08bc7b042358144617000fd2931/1200.m3u8
大头儿子-01,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/252a7fe7786645b084271751a3f75725/1200.m3u8
大头儿子-02,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8c6227ce3d1d4c9297d5cfd9a08a4fa9/1200.m3u8
大头儿子-03,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1a86eb58a9e04c34a87f8c883932cfa2/1200.m3u8
大头儿子-04,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/46e4d00d85fe4287b54c8015de46e102/1200.m3u8
喜羊羊,http://111.31.3.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_91_1080P_t10/c55_lb_91_1080P_t10.m3u8
奥特曼,http://111.31.3.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8
猫和老鼠,http://111.31.3.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8
🚀｜好客山东,#genre#
山东新闻,http://39.136.48.21:8089/PLTV/88888888/224/3221226077/index.m3u8
山东教育,http://39.136.48.51:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育,http://39.136.48.10:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育,http://39.136.48.11:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育,http://39.136.48.6:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育,http://39.136.48.18:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育,http://39.136.48.7:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育,http://39.136.48.99:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育,http://39.136.48.21:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育,http://39.136.48.52:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育,http://39.136.48.28:8089/PLTV/88888888/224/3221226049/index.m3u8
山东教育,http://39.136.48.29:8089/PLTV/88888888/224/3221226049/index.m3u8
山东农科,http://39.136.48.52:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.18:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.7:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.8:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.5:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.99:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.6:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.51:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.27:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.21:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.28:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.4:8089/PLTV/88888888/224/3221226018/index.m3u8
山东农科,http://39.136.48.29:8089/PLTV/88888888/224/3221226018/index.m3u8
山东齐鲁,https://livealone302.iqilu.com/iqilu/qlpd5555.m3u8
山东齐鲁,http://119.164.216.162:9901/tsfile/live/1003_1.m3u8
山东齐鲁,http://39.136.48.25:8089/PLTV/88888888/224/3221226045/index.m3u8
山东齐鲁,http://39.136.48.51:8089/PLTV/88888888/224/3221226045/index.m3u8
山东齐鲁,http://39.136.48.100:8089/PLTV/88888888/224/3221226045/index.m3u8
